symbol,trading_days,data_path
KRE,11,market_data\yahoo\1m\KRE
KREF,11,market_data\yahoo\1m\KREF
KRG,11,market_data\yahoo\1m\KRG
KRKNF,11,market_data\yahoo\1m\KRKNF
KRMD,11,market_data\yahoo\1m\KRMD
KRMN,11,market_data\yahoo\1m\KRMN
KRNT,11,market_data\yahoo\1m\KRNT
KRNY,11,market_data\yahoo\1m\KRNY
KRO,11,market_data\yahoo\1m\KRO
KROP,11,market_data\yahoo\1m\KROP
KROS,11,market_data\yahoo\1m\KROS
KRP,11,market_data\yahoo\1m\KRP
KRRO,11,market_data\yahoo\1m\KRRO
KRT,11,market_data\yahoo\1m\KRT
KRUS,11,market_data\yahoo\1m\KRUS
KRYAY,11,market_data\yahoo\1m\KRYAY
KRYS,11,market_data\yahoo\1m\KRYS
KSA,11,market_data\yahoo\1m\KSA
KSCP,11,market_data\yahoo\1m\KSCP
KSPI,11,market_data\yahoo\1m\KSPI
KSS,11,market_data\yahoo\1m\KSS
KSTR,11,market_data\yahoo\1m\KSTR
KT,11,market_data\yahoo\1m\KT
KTB,11,market_data\yahoo\1m\KTB
KTCC,11,market_data\yahoo\1m\KTCC
KTEC,11,market_data\yahoo\1m\KTEC
KTF,11,market_data\yahoo\1m\KTF
KTOS,11,market_data\yahoo\1m\KTOS
KTTA,11,market_data\yahoo\1m\KTTA
KUKE,11,market_data\yahoo\1m\KUKE
KULR,11,market_data\yahoo\1m\KULR
KURA,11,market_data\yahoo\1m\KURA
KURE,11,market_data\yahoo\1m\KURE
KVHI,11,market_data\yahoo\1m\KVHI
KVUE,11,market_data\yahoo\1m\KVUE
KVYO,11,market_data\yahoo\1m\KVYO
KW,11,market_data\yahoo\1m\KW
KWEB,11,market_data\yahoo\1m\KWEB
KWHIY,11,market_data\yahoo\1m\KWHIY
KWM,11,market_data\yahoo\1m\KWM
KWR,11,market_data\yahoo\1m\KWR
KXI,11,market_data\yahoo\1m\KXI
KXIN,11,market_data\yahoo\1m\KXIN
KYCCF,11,market_data\yahoo\1m\KYCCF
KYIV,11,market_data\yahoo\1m\KYIV
KYMR,11,market_data\yahoo\1m\KYMR
KYN,11,market_data\yahoo\1m\KYN
KYTX,11,market_data\yahoo\1m\KYTX
KZIA,11,market_data\yahoo\1m\KZIA
KZR,11,market_data\yahoo\1m\KZR
L,11,market_data\yahoo\1m\L
LAB,11,market_data\yahoo\1m\LAB
LABD,11,market_data\yahoo\1m\LABD
LABU,11,market_data\yahoo\1m\LABU
LAC,11,market_data\yahoo\1m\LAC
LAD,11,market_data\yahoo\1m\LAD
LADR,11,market_data\yahoo\1m\LADR
LAES,11,market_data\yahoo\1m\LAES
LAKE,11,market_data\yahoo\1m\LAKE
LAMR,11,market_data\yahoo\1m\LAMR
LAND,11,market_data\yahoo\1m\LAND
LANDP,11,market_data\yahoo\1m\LANDP
LANV,11,market_data\yahoo\1m\LANV
LAR,11,market_data\yahoo\1m\LAR
LARK,11,market_data\yahoo\1m\LARK
LASE,11,market_data\yahoo\1m\LASE
LASR,11,market_data\yahoo\1m\LASR
LAUR,11,market_data\yahoo\1m\LAUR
LAW,11,market_data\yahoo\1m\LAW
LAWR,11,market_data\yahoo\1m\LAWR
LAZ,11,market_data\yahoo\1m\LAZ
LAZR,11,market_data\yahoo\1m\LAZR
LB,11,market_data\yahoo\1m\LB
LBGJ,11,market_data\yahoo\1m\LBGJ
LBO,11,market_data\yahoo\1m\LBO
LBRDA,11,market_data\yahoo\1m\LBRDA
LBRDK,11,market_data\yahoo\1m\LBRDK
LBRDP,11,market_data\yahoo\1m\LBRDP
LBRT,11,market_data\yahoo\1m\LBRT
LBTYA,11,market_data\yahoo\1m\LBTYA
LBTYK,11,market_data\yahoo\1m\LBTYK
LC,11,market_data\yahoo\1m\LC
LCAP,11,market_data\yahoo\1m\LCAP
LCDL,11,market_data\yahoo\1m\LCDL
LCFY,11,market_data\yahoo\1m\LCFY
LCID,11,market_data\yahoo\1m\LCID
LCII,11,market_data\yahoo\1m\LCII
LCNB,11,market_data\yahoo\1m\LCNB
LCTX,11,market_data\yahoo\1m\LCTX
LCUT,11,market_data\yahoo\1m\LCUT
LDI,11,market_data\yahoo\1m\LDI
LDOS,11,market_data\yahoo\1m\LDOS
LDP,11,market_data\yahoo\1m\LDP
LE,11,market_data\yahoo\1m\LE
LEA,11,market_data\yahoo\1m\LEA
LEAT,11,market_data\yahoo\1m\LEAT
LECO,11,market_data\yahoo\1m\LECO
LEDS,11,market_data\yahoo\1m\LEDS
LEE,11,market_data\yahoo\1m\LEE
LEG,11,market_data\yahoo\1m\LEG
LEGH,11,market_data\yahoo\1m\LEGH
LEGN,11,market_data\yahoo\1m\LEGN
LEMB,11,market_data\yahoo\1m\LEMB
LEN,11,market_data\yahoo\1m\LEN
LEN-B,11,market_data\yahoo\1m\LEN-B
LENZ,11,market_data\yahoo\1m\LENZ
LEO,11,market_data\yahoo\1m\LEO
LESL,11,market_data\yahoo\1m\LESL
LEU,11,market_data\yahoo\1m\LEU
LEVI,11,market_data\yahoo\1m\LEVI
LEXX,11,market_data\yahoo\1m\LEXX
LFCR,11,market_data\yahoo\1m\LFCR
LFGY,11,market_data\yahoo\1m\LFGY
LFMD,11,market_data\yahoo\1m\LFMD
LFST,11,market_data\yahoo\1m\LFST
LFT,11,market_data\yahoo\1m\LFT
LFUS,11,market_data\yahoo\1m\LFUS
LFVN,11,market_data\yahoo\1m\LFVN
LFWD,11,market_data\yahoo\1m\LFWD
LGCB,11,market_data\yahoo\1m\LGCB
LGCL,11,market_data\yahoo\1m\LGCL
LGCY,11,market_data\yahoo\1m\LGCY
LGDTF,11,market_data\yahoo\1m\LGDTF
LGGNY,11,market_data\yahoo\1m\LGGNY
LGHL,11,market_data\yahoo\1m\LGHL
LGI,11,market_data\yahoo\1m\LGI
LGIH,11,market_data\yahoo\1m\LGIH
LGL,11,market_data\yahoo\1m\LGL
LGMK,11,market_data\yahoo\1m\LGMK
LGND,11,market_data\yahoo\1m\LGND
LGO,11,market_data\yahoo\1m\LGO
LGPS,11,market_data\yahoo\1m\LGPS
LGRDY,11,market_data\yahoo\1m\LGRDY
LGVN,11,market_data\yahoo\1m\LGVN
LH,11,market_data\yahoo\1m\LH
LHAI,11,market_data\yahoo\1m\LHAI
LHSW,11,market_data\yahoo\1m\LHSW
LHX,11,market_data\yahoo\1m\LHX
LI,11,market_data\yahoo\1m\LI
LICN,11,market_data\yahoo\1m\LICN
LIDR,11,market_data\yahoo\1m\LIDR
LIEN,11,market_data\yahoo\1m\LIEN
LIF,11,market_data\yahoo\1m\LIF
LII,11,market_data\yahoo\1m\LII
LILA,11,market_data\yahoo\1m\LILA
LILAK,11,market_data\yahoo\1m\LILAK
LILMF,11,market_data\yahoo\1m\LILMF
LIMN,11,market_data\yahoo\1m\LIMN
LIN,11,market_data\yahoo\1m\LIN
LINC,11,market_data\yahoo\1m\LINC
LIND,11,market_data\yahoo\1m\LIND
LINE,11,market_data\yahoo\1m\LINE
LINK,11,market_data\yahoo\1m\LINK
LION,11,market_data\yahoo\1m\LION
LIPO,11,market_data\yahoo\1m\LIPO
LIQT,11,market_data\yahoo\1m\LIQT
LIT,11,market_data\yahoo\1m\LIT
LITB,11,market_data\yahoo\1m\LITB
LITE,11,market_data\yahoo\1m\LITE
LITM,11,market_data\yahoo\1m\LITM
LITP,11,market_data\yahoo\1m\LITP
LIVE,11,market_data\yahoo\1m\LIVE
LIVN,11,market_data\yahoo\1m\LIVN
LIXT,11,market_data\yahoo\1m\LIXT
LKFN,11,market_data\yahoo\1m\LKFN
LKNCY,11,market_data\yahoo\1m\LKNCY
LKQ,11,market_data\yahoo\1m\LKQ
LLY,11,market_data\yahoo\1m\LLY
LLYVA,11,market_data\yahoo\1m\LLYVA
LLYVK,11,market_data\yahoo\1m\LLYVK
LLYX,11,market_data\yahoo\1m\LLYX
LMAT,11,market_data\yahoo\1m\LMAT
LMB,11,market_data\yahoo\1m\LMB
LMBO,11,market_data\yahoo\1m\LMBO
LMFA,11,market_data\yahoo\1m\LMFA
LMND,11,market_data\yahoo\1m\LMND
LMNR,11,market_data\yahoo\1m\LMNR
LMT,11,market_data\yahoo\1m\LMT
LMTL,11,market_data\yahoo\1m\LMTL
LNC,11,market_data\yahoo\1m\LNC
LND,11,market_data\yahoo\1m\LND
LNG,11,market_data\yahoo\1m\LNG
LNKB,11,market_data\yahoo\1m\LNKB
LNKS,11,market_data\yahoo\1m\LNKS
LNN,11,market_data\yahoo\1m\LNN
LNSR,11,market_data\yahoo\1m\LNSR
LNSTY,11,market_data\yahoo\1m\LNSTY
LNT,11,market_data\yahoo\1m\LNT
LNTH,11,market_data\yahoo\1m\LNTH
LNVGY,11,market_data\yahoo\1m\LNVGY
LNW,11,market_data\yahoo\1m\LNW
LNZA,11,market_data\yahoo\1m\LNZA
LOAN,11,market_data\yahoo\1m\LOAN
LOAR,11,market_data\yahoo\1m\LOAR
LOB,11,market_data\yahoo\1m\LOB
LOBO,11,market_data\yahoo\1m\LOBO
LOCL,11,market_data\yahoo\1m\LOCL
LOCO,11,market_data\yahoo\1m\LOCO
LODE,11,market_data\yahoo\1m\LODE
LOGC,11,market_data\yahoo\1m\LOGC
LOGI,11,market_data\yahoo\1m\LOGI
LOMA,11,market_data\yahoo\1m\LOMA
LOMLF,11,market_data\yahoo\1m\LOMLF
LOOP,11,market_data\yahoo\1m\LOOP
LOPE,11,market_data\yahoo\1m\LOPE
LOT,11,market_data\yahoo\1m\LOT
LOUP,11,market_data\yahoo\1m\LOUP
LOVE,11,market_data\yahoo\1m\LOVE
LOW,11,market_data\yahoo\1m\LOW
LPA,11,market_data\yahoo\1m\LPA
LPCN,11,market_data\yahoo\1m\LPCN
LPG,11,market_data\yahoo\1m\LPG
LPL,11,market_data\yahoo\1m\LPL
LPLA,11,market_data\yahoo\1m\LPLA
LPRO,11,market_data\yahoo\1m\LPRO
LPSN,11,market_data\yahoo\1m\LPSN
LPTH,11,market_data\yahoo\1m\LPTH
LPTV,11,market_data\yahoo\1m\LPTV
LPTX,11,market_data\yahoo\1m\LPTX
LPX,11,market_data\yahoo\1m\LPX
LQD,11,market_data\yahoo\1m\LQD
LQDA,11,market_data\yahoo\1m\LQDA
LQDT,11,market_data\yahoo\1m\LQDT
LQMT,11,market_data\yahoo\1m\LQMT
LRCX,11,market_data\yahoo\1m\LRCX
LRE,11,market_data\yahoo\1m\LRE
LRHC,11,market_data\yahoo\1m\LRHC
LRLCY,11,market_data\yahoo\1m\LRLCY
LRMR,11,market_data\yahoo\1m\LRMR
LRN,11,market_data\yahoo\1m\LRN
LRNZ,11,market_data\yahoo\1m\LRNZ
LSAK,11,market_data\yahoo\1m\LSAK
LSB,11,market_data\yahoo\1m\LSB
LSBK,11,market_data\yahoo\1m\LSBK
LSCC,11,market_data\yahoo\1m\LSCC
LSE,11,market_data\yahoo\1m\LSE
LSF,11,market_data\yahoo\1m\LSF
LSH,11,market_data\yahoo\1m\LSH
LSPD,11,market_data\yahoo\1m\LSPD
LSTA,11,market_data\yahoo\1m\LSTA
LSTR,11,market_data\yahoo\1m\LSTR
LTBR,11,market_data\yahoo\1m\LTBR
LTC,11,market_data\yahoo\1m\LTC
LTH,11,market_data\yahoo\1m\LTH
LTM,11,market_data\yahoo\1m\LTM
LTRN,11,market_data\yahoo\1m\LTRN
LTRX,11,market_data\yahoo\1m\LTRX
LU,11,market_data\yahoo\1m\LU
LUCD,11,market_data\yahoo\1m\LUCD
LUCK,11,market_data\yahoo\1m\LUCK
LUCY,11,market_data\yahoo\1m\LUCY
LUGDF,11,market_data\yahoo\1m\LUGDF
LULU,11,market_data\yahoo\1m\LULU
LUMN,11,market_data\yahoo\1m\LUMN
LUNG,11,market_data\yahoo\1m\LUNG
LUNMF,11,market_data\yahoo\1m\LUNMF
LUNR,11,market_data\yahoo\1m\LUNR
LUV,11,market_data\yahoo\1m\LUV
LUXE,11,market_data\yahoo\1m\LUXE
LVLU,11,market_data\yahoo\1m\LVLU
LVMHF,11,market_data\yahoo\1m\LVMHF
LVMUY,11,market_data\yahoo\1m\LVMUY
LVO,11,market_data\yahoo\1m\LVO
LVRO,11,market_data\yahoo\1m\LVRO
LVS,11,market_data\yahoo\1m\LVS
LVTX,11,market_data\yahoo\1m\LVTX
LVWR,11,market_data\yahoo\1m\LVWR
LW,11,market_data\yahoo\1m\LW
LWAY,11,market_data\yahoo\1m\LWAY
LWLG,11,market_data\yahoo\1m\LWLG
LX,11,market_data\yahoo\1m\LX
LXEH,11,market_data\yahoo\1m\LXEH
LXEO,11,market_data\yahoo\1m\LXEO
LXFR,11,market_data\yahoo\1m\LXFR
LXP,11,market_data\yahoo\1m\LXP
LXRX,11,market_data\yahoo\1m\LXRX
LXU,11,market_data\yahoo\1m\LXU
LYB,11,market_data\yahoo\1m\LYB
LYEL,11,market_data\yahoo\1m\LYEL
LYFT,11,market_data\yahoo\1m\LYFT
LYG,11,market_data\yahoo\1m\LYG
LYRA,11,market_data\yahoo\1m\LYRA
LYTS,11,market_data\yahoo\1m\LYTS
LYV,11,market_data\yahoo\1m\LYV
LZ,11,market_data\yahoo\1m\LZ
LZAGY,11,market_data\yahoo\1m\LZAGY
LZB,11,market_data\yahoo\1m\LZB
LZM,11,market_data\yahoo\1m\LZM
LZMH,11,market_data\yahoo\1m\LZMH
LZRFY,11,market_data\yahoo\1m\LZRFY
M,11,market_data\yahoo\1m\M
MA,11,market_data\yahoo\1m\MA
MAA,11,market_data\yahoo\1m\MAA
MAAS,11,market_data\yahoo\1m\MAAS
MAC,11,market_data\yahoo\1m\MAC
MADE,11,market_data\yahoo\1m\MADE
MAG,11,market_data\yahoo\1m\MAG
MAGH,11,market_data\yahoo\1m\MAGH
MAGN,11,market_data\yahoo\1m\MAGN
MAGS,11,market_data\yahoo\1m\MAGS
MAIA,11,market_data\yahoo\1m\MAIA
MAIFF,11,market_data\yahoo\1m\MAIFF
MAIN,11,market_data\yahoo\1m\MAIN
MAKOF,11,market_data\yahoo\1m\MAKOF
MAKSY,11,market_data\yahoo\1m\MAKSY
MAMA,11,market_data\yahoo\1m\MAMA
MAMK,11,market_data\yahoo\1m\MAMK
MAN,11,market_data\yahoo\1m\MAN
MANH,11,market_data\yahoo\1m\MANH
MANU,11,market_data\yahoo\1m\MANU
MAPS,11,market_data\yahoo\1m\MAPS
MAPSW,11,market_data\yahoo\1m\MAPSW
MAR,11,market_data\yahoo\1m\MAR
MARA,11,market_data\yahoo\1m\MARA
MARPS,11,market_data\yahoo\1m\MARPS
MARUY,11,market_data\yahoo\1m\MARUY
MAS,11,market_data\yahoo\1m\MAS
MASI,11,market_data\yahoo\1m\MASI
MASK,11,market_data\yahoo\1m\MASK
MASS,11,market_data\yahoo\1m\MASS
MAT,11,market_data\yahoo\1m\MAT
MATH,11,market_data\yahoo\1m\MATH
MATV,11,market_data\yahoo\1m\MATV
MATW,11,market_data\yahoo\1m\MATW
MATX,11,market_data\yahoo\1m\MATX
MAX,11,market_data\yahoo\1m\MAX
MAXN,11,market_data\yahoo\1m\MAXN
MAZE,11,market_data\yahoo\1m\MAZE
MB,11,market_data\yahoo\1m\MB
MBB,11,market_data\yahoo\1m\MBB
MBC,11,market_data\yahoo\1m\MBC
MBGAF,11,market_data\yahoo\1m\MBGAF
MBGYY,11,market_data\yahoo\1m\MBGYY
MBI,11,market_data\yahoo\1m\MBI
MBIN,11,market_data\yahoo\1m\MBIN
MBIO,11,market_data\yahoo\1m\MBIO
MBLY,11,market_data\yahoo\1m\MBLY
MBOT,11,market_data\yahoo\1m\MBOT
MBRX,11,market_data\yahoo\1m\MBRX
MBUU,11,market_data\yahoo\1m\MBUU
MBWM,11,market_data\yahoo\1m\MBWM
MBX,11,market_data\yahoo\1m\MBX
MC,11,market_data\yahoo\1m\MC
MCB,11,market_data\yahoo\1m\MCB
MCD,11,market_data\yahoo\1m\MCD
MCFT,11,market_data\yahoo\1m\MCFT
MCHI,11,market_data\yahoo\1m\MCHI
MCHP,11,market_data\yahoo\1m\MCHP
MCHX,11,market_data\yahoo\1m\MCHX
MCI,11,market_data\yahoo\1m\MCI
MCK,11,market_data\yahoo\1m\MCK
MCN,11,market_data\yahoo\1m\MCN
MCO,11,market_data\yahoo\1m\MCO
MCR,11,market_data\yahoo\1m\MCR
MCRB,11,market_data\yahoo\1m\MCRB
MCRI,11,market_data\yahoo\1m\MCRI
MCRP,11,market_data\yahoo\1m\MCRP
MCS,11,market_data\yahoo\1m\MCS
MCTR,11,market_data\yahoo\1m\MCTR
MCW,11,market_data\yahoo\1m\MCW
MCY,11,market_data\yahoo\1m\MCY
MD,11,market_data\yahoo\1m\MD
MDAI,11,market_data\yahoo\1m\MDAI
MDB,11,market_data\yahoo\1m\MDB
MDCX,11,market_data\yahoo\1m\MDCX
MDGL,11,market_data\yahoo\1m\MDGL
MDIA,11,market_data\yahoo\1m\MDIA
MDLZ,11,market_data\yahoo\1m\MDLZ
MDST,11,market_data\yahoo\1m\MDST
MDT,11,market_data\yahoo\1m\MDT
MDU,11,market_data\yahoo\1m\MDU
MDV,11,market_data\yahoo\1m\MDV
MDWD,11,market_data\yahoo\1m\MDWD
MDXG,11,market_data\yahoo\1m\MDXG
MDXH,11,market_data\yahoo\1m\MDXH
MEC,11,market_data\yahoo\1m\MEC
MED,11,market_data\yahoo\1m\MED
MEDP,11,market_data\yahoo\1m\MEDP
MEG,11,market_data\yahoo\1m\MEG
MEGEF,11,market_data\yahoo\1m\MEGEF
MEGI,11,market_data\yahoo\1m\MEGI
MEGL,11,market_data\yahoo\1m\MEGL
MEHCQ,11,market_data\yahoo\1m\MEHCQ
MEI,11,market_data\yahoo\1m\MEI
MEIP,11,market_data\yahoo\1m\MEIP
MELI,11,market_data\yahoo\1m\MELI
MENS,11,market_data\yahoo\1m\MENS
MEOH,11,market_data\yahoo\1m\MEOH
MERC,11,market_data\yahoo\1m\MERC
MESA,11,market_data\yahoo\1m\MESA
MESO,11,market_data\yahoo\1m\MESO
MET,11,market_data\yahoo\1m\MET
META,11,market_data\yahoo\1m\META
METC,11,market_data\yahoo\1m\METC
METCB,11,market_data\yahoo\1m\METCB
METV,11,market_data\yahoo\1m\METV
METW,11,market_data\yahoo\1m\METW
MEXX,11,market_data\yahoo\1m\MEXX
MFA,11,market_data\yahoo\1m\MFA
MFC,11,market_data\yahoo\1m\MFC
MFG,11,market_data\yahoo\1m\MFG
MFH,11,market_data\yahoo\1m\MFH
MFI,11,market_data\yahoo\1m\MFI
MFIC,11,market_data\yahoo\1m\MFIC
MFIN,11,market_data\yahoo\1m\MFIN
MFM,11,market_data\yahoo\1m\MFM
MG,11,market_data\yahoo\1m\MG
MGA,11,market_data\yahoo\1m\MGA
MGC,11,market_data\yahoo\1m\MGC
MGDDY,11,market_data\yahoo\1m\MGDDY
MGEE,11,market_data\yahoo\1m\MGEE
MGF,11,market_data\yahoo\1m\MGF
MGIC,11,market_data\yahoo\1m\MGIC
MGK,11,market_data\yahoo\1m\MGK
MGLD,11,market_data\yahoo\1m\MGLD
MGM,11,market_data\yahoo\1m\MGM
MGMT,11,market_data\yahoo\1m\MGMT
MGNI,11,market_data\yahoo\1m\MGNI
MGNX,11,market_data\yahoo\1m\MGNX
MGPI,11,market_data\yahoo\1m\MGPI
MGRC,11,market_data\yahoo\1m\MGRC
MGRM,11,market_data\yahoo\1m\MGRM
MGRT,11,market_data\yahoo\1m\MGRT
MGRX,11,market_data\yahoo\1m\MGRX
MGTX,11,market_data\yahoo\1m\MGTX
MGV,11,market_data\yahoo\1m\MGV
MGX,11,market_data\yahoo\1m\MGX
MGY,11,market_data\yahoo\1m\MGY
MGYR,11,market_data\yahoo\1m\MGYR
MH,11,market_data\yahoo\1m\MH
MHD,11,market_data\yahoo\1m\MHD
MHF,11,market_data\yahoo\1m\MHF
MHGVY,11,market_data\yahoo\1m\MHGVY
MHH,11,market_data\yahoo\1m\MHH
MHK,11,market_data\yahoo\1m\MHK
MHN,11,market_data\yahoo\1m\MHN
MHO,11,market_data\yahoo\1m\MHO
MHUA,11,market_data\yahoo\1m\MHUA
MI,11,market_data\yahoo\1m\MI
MIDD,11,market_data\yahoo\1m\MIDD
MIELY,11,market_data\yahoo\1m\MIELY
MIGI,11,market_data\yahoo\1m\MIGI
MIMI,11,market_data\yahoo\1m\MIMI
MIN,11,market_data\yahoo\1m\MIN
MIND,11,market_data\yahoo\1m\MIND
MIR,11,market_data\yahoo\1m\MIR
MIRA,11,market_data\yahoo\1m\MIRA
MIRM,11,market_data\yahoo\1m\MIRM
MISL,11,market_data\yahoo\1m\MISL
MIST,11,market_data\yahoo\1m\MIST
MITK,11,market_data\yahoo\1m\MITK
MITQ,11,market_data\yahoo\1m\MITQ
MITSY,11,market_data\yahoo\1m\MITSY
MITT,11,market_data\yahoo\1m\MITT
MIY,11,market_data\yahoo\1m\MIY
MJ,11,market_data\yahoo\1m\MJ
MJID,11,market_data\yahoo\1m\MJID
MKC,11,market_data\yahoo\1m\MKC
MKDW,11,market_data\yahoo\1m\MKDW
MKKGY,11,market_data\yahoo\1m\MKKGY
MKL,11,market_data\yahoo\1m\MKL
MKSI,11,market_data\yahoo\1m\MKSI
MKTX,11,market_data\yahoo\1m\MKTX
MLAB,11,market_data\yahoo\1m\MLAB
MLCO,11,market_data\yahoo\1m\MLCO
MLEC,11,market_data\yahoo\1m\MLEC
MLGO,11,market_data\yahoo\1m\MLGO
MLI,11,market_data\yahoo\1m\MLI
MLKN,11,market_data\yahoo\1m\MLKN
MLM,11,market_data\yahoo\1m\MLM
MLNK,11,market_data\yahoo\1m\MLNK
MLP,11,market_data\yahoo\1m\MLP
MLPA,11,market_data\yahoo\1m\MLPA
MLPX,11,market_data\yahoo\1m\MLPX
MLR,11,market_data\yahoo\1m\MLR
MLSS,11,market_data\yahoo\1m\MLSS
MLTX,11,market_data\yahoo\1m\MLTX
MLYS,11,market_data\yahoo\1m\MLYS
MMA,11,market_data\yahoo\1m\MMA
MMC,11,market_data\yahoo\1m\MMC
MMD,11,market_data\yahoo\1m\MMD
MMI,11,market_data\yahoo\1m\MMI
MMKT,11,market_data\yahoo\1m\MMKT
MMLP,11,market_data\yahoo\1m\MMLP
MMM,11,market_data\yahoo\1m\MMM
MMRGF,11,market_data\yahoo\1m\MMRGF
MMS,11,market_data\yahoo\1m\MMS
MMSC,11,market_data\yahoo\1m\MMSC
MMSI,11,market_data\yahoo\1m\MMSI
MMT,11,market_data\yahoo\1m\MMT
MMTIF,11,market_data\yahoo\1m\MMTIF
MMU,11,market_data\yahoo\1m\MMU
MMYT,11,market_data\yahoo\1m\MMYT
MNDO,11,market_data\yahoo\1m\MNDO
MNDR,11,market_data\yahoo\1m\MNDR
MNDY,11,market_data\yahoo\1m\MNDY
MNKD,11,market_data\yahoo\1m\MNKD
MNMD,11,market_data\yahoo\1m\MNMD
MNOV,11,market_data\yahoo\1m\MNOV
MNPR,11,market_data\yahoo\1m\MNPR
MNR,11,market_data\yahoo\1m\MNR
MNRO,11,market_data\yahoo\1m\MNRO
MNSB,11,market_data\yahoo\1m\MNSB
MNSO,11,market_data\yahoo\1m\MNSO
MNST,11,market_data\yahoo\1m\MNST
MNTK,11,market_data\yahoo\1m\MNTK
MNTN,11,market_data\yahoo\1m\MNTN
MNTS,11,market_data\yahoo\1m\MNTS
MNY,11,market_data\yahoo\1m\MNY
MO,11,market_data\yahoo\1m\MO
MOB,11,market_data\yahoo\1m\MOB
MOBQ,11,market_data\yahoo\1m\MOBQ
MOBX,11,market_data\yahoo\1m\MOBX
MOD,11,market_data\yahoo\1m\MOD
MODD,11,market_data\yahoo\1m\MODD
MODG,11,market_data\yahoo\1m\MODG
MOFG,11,market_data\yahoo\1m\MOFG
MOGO,11,market_data\yahoo\1m\MOGO
MOH,11,market_data\yahoo\1m\MOH
MOMO,11,market_data\yahoo\1m\MOMO
MOO,11,market_data\yahoo\1m\MOO
MORN,11,market_data\yahoo\1m\MORN
MORT,11,market_data\yahoo\1m\MORT
MOS,11,market_data\yahoo\1m\MOS
MOV,11,market_data\yahoo\1m\MOV
MOVE,11,market_data\yahoo\1m\MOVE
MP,11,market_data\yahoo\1m\MP
MPA,11,market_data\yahoo\1m\MPA
MPAA,11,market_data\yahoo\1m\MPAA
MPB,11,market_data\yahoo\1m\MPB
MPC,11,market_data\yahoo\1m\MPC
MPLX,11,market_data\yahoo\1m\MPLX
MPNGY,11,market_data\yahoo\1m\MPNGY
MPTI,11,market_data\yahoo\1m\MPTI
MPU,11,market_data\yahoo\1m\MPU
MPV,11,market_data\yahoo\1m\MPV
MPW,11,market_data\yahoo\1m\MPW
MPWR,11,market_data\yahoo\1m\MPWR
MPX,11,market_data\yahoo\1m\MPX
MQ,11,market_data\yahoo\1m\MQ
MQBKY,11,market_data\yahoo\1m\MQBKY
MQT,11,market_data\yahoo\1m\MQT
MQY,11,market_data\yahoo\1m\MQY
MRAAY,11,market_data\yahoo\1m\MRAAY
MRAM,11,market_data\yahoo\1m\MRAM
MRBK,11,market_data\yahoo\1m\MRBK
MRC,11,market_data\yahoo\1m\MRC
MRCC,11,market_data\yahoo\1m\MRCC
MRCY,11,market_data\yahoo\1m\MRCY
MREO,11,market_data\yahoo\1m\MREO
MRK,11,market_data\yahoo\1m\MRK
MRKR,11,market_data\yahoo\1m\MRKR
MRM,11,market_data\yahoo\1m\MRM
MRMD,11,market_data\yahoo\1m\MRMD
MRNA,11,market_data\yahoo\1m\MRNA
MRNY,11,market_data\yahoo\1m\MRNY
MRP,11,market_data\yahoo\1m\MRP
MRSN,11,market_data\yahoo\1m\MRSN
MRT,11,market_data\yahoo\1m\MRT
MRTN,11,market_data\yahoo\1m\MRTN
MRUS,11,market_data\yahoo\1m\MRUS
MRVI,11,market_data\yahoo\1m\MRVI
MRVL,11,market_data\yahoo\1m\MRVL
MRX,11,market_data\yahoo\1m\MRX
MS,11,market_data\yahoo\1m\MS
MSA,11,market_data\yahoo\1m\MSA
MSAI,11,market_data\yahoo\1m\MSAI
MSB,11,market_data\yahoo\1m\MSB
MSBHF,11,market_data\yahoo\1m\MSBHF
MSBI,11,market_data\yahoo\1m\MSBI
MSC,11,market_data\yahoo\1m\MSC
MSCI,11,market_data\yahoo\1m\MSCI
MSD,11,market_data\yahoo\1m\MSD
MSEX,11,market_data\yahoo\1m\MSEX
MSFT,11,market_data\yahoo\1m\MSFT
MSFU,11,market_data\yahoo\1m\MSFU
MSFX,11,market_data\yahoo\1m\MSFX
MSGE,11,market_data\yahoo\1m\MSGE
MSGS,11,market_data\yahoo\1m\MSGS
MSGY,11,market_data\yahoo\1m\MSGY
MSI,11,market_data\yahoo\1m\MSI
MSM,11,market_data\yahoo\1m\MSM
MSN,11,market_data\yahoo\1m\MSN
MSOS,11,market_data\yahoo\1m\MSOS
MSPR,11,market_data\yahoo\1m\MSPR
MSS,11,market_data\yahoo\1m\MSS
MSTR,11,market_data\yahoo\1m\MSTR
MSTU,11,market_data\yahoo\1m\MSTU
MSTY,11,market_data\yahoo\1m\MSTY
MSW,11,market_data\yahoo\1m\MSW
MT,11,market_data\yahoo\1m\MT
MTA,11,market_data\yahoo\1m\MTA
MTAL,11,market_data\yahoo\1m\MTAL
MTB,11,market_data\yahoo\1m\MTB
MTC,11,market_data\yahoo\1m\MTC
MTCH,11,market_data\yahoo\1m\MTCH
MTD,11,market_data\yahoo\1m\MTD
MTDR,11,market_data\yahoo\1m\MTDR
MTEK,11,market_data\yahoo\1m\MTEK
MTEN,11,market_data\yahoo\1m\MTEN
MTG,11,market_data\yahoo\1m\MTG
MTH,11,market_data\yahoo\1m\MTH
MTLS,11,market_data\yahoo\1m\MTLS
MTN,11,market_data\yahoo\1m\MTN
